,action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,uniprotID
1731,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL545315,CHEMBL3009,Q15303
1732,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL1078178,CHEMBL2835,P23458
1733,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL1078178,CHEMBL2971,O60674
1734,INHIBITOR,MAP kinase p38 alpha inhibitor,CHEMBL1088752,CHEMBL260,Q16539
1735,INHIBITOR,MAP kinase p38 beta inhibitor,CHEMBL1088752,CHEMBL3961,Q15759
1736,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL180022,CHEMBL203,P00533
1737,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL180022,CHEMBL1824,P04626
1738,INHIBITOR,Cyclin-dependent kinase 2 inhibitor,CHEMBL428690,CHEMBL301,P24941
1739,INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL428690,CHEMBL331,P11802
1740,INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL428690,CHEMBL2508,Q00534
1741,INHIBITOR,Cyclin-dependent kinase 9 inhibitor,CHEMBL428690,CHEMBL3116,P50750
1742,INHIBITOR,Cyclin-dependent kinase 1 inhibitor,CHEMBL428690,CHEMBL308,P06493
1743,INHIBITOR,Cyclin-dependent kinase 7 inhibitor,CHEMBL428690,CHEMBL3055,P50613
1744,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL2105759,CHEMBL2835,P23458
1745,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL2105759,CHEMBL2971,O60674
1746,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL1289494,CHEMBL2095227,P17948
1747,INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL3545110,CHEMBL331,P11802
1748,INHIBITOR,Cyclin-dependent kinase 6 inhibitor,CHEMBL3545110,CHEMBL2508,Q00534
1749,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL3301612,CHEMBL5145,P15056
1750,INHIBITOR,Protein kinase C beta inhibitor,CHEMBL300138,CHEMBL3045,P05771
1751,INHIBITOR,Protein kinase C beta inhibitor,CHEMBL91829,CHEMBL3045,P05771
1752,INHIBITOR,Cyclin-dependent kinase 1 inhibitor,CHEMBL2103840,CHEMBL308,P06493
1753,INHIBITOR,Cyclin-dependent kinase 2 inhibitor,CHEMBL2103840,CHEMBL301,P24941
1754,INHIBITOR,Cyclin-dependent kinase 5 inhibitor,CHEMBL2103840,CHEMBL4036,Q00535
1755,INHIBITOR,Cyclin-dependent kinase 9 inhibitor,CHEMBL2103840,CHEMBL3116,P50750
1756,INHIBITOR,Serine/threonine-protein kinase Aurora-A inhibitor,CHEMBL483158,CHEMBL4722,O14965
1757,INHIBITOR,Insulin-like growth factor I receptor inhibitor,CHEMBL1091644,CHEMBL1957,P08069
1758,INHIBITOR,Insulin receptor inhibitor,CHEMBL1091644,CHEMBL1981,P06213
1759,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL2105719,CHEMBL203,P00533
1760,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor,CHEMBL2105719,CHEMBL1824,P04626
1761,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor,CHEMBL2105719,CHEMBL3009,Q15303
1762,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL608533,CHEMBL1974,P36888
1763,INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL608533,CHEMBL1936,P10721
1764,INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL608533,CHEMBL2095189,P09619
1765,INHIBITOR,Protein kinase C (PKC) inhibitor,CHEMBL608533,CHEMBL2093867,O94806
1766,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL608533,CHEMBL279,P35968
1767,INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL101253,CHEMBL1936,P10721
1768,INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL101253,CHEMBL2095189,P09619
1769,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL101253,CHEMBL2095227,P17948
1770,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL101253,CHEMBL1844,P07333
1771,INHIBITOR,Tyrosine-protein kinase SYK inhibitor,CHEMBL2103830,CHEMBL2599,P43405
1772,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,CHEMBL2146883,CHEMBL3587,Q02750
1773,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,CHEMBL2146883,CHEMBL2964,P36507
1774,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL1287853,CHEMBL1974,P36888
1775,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL1287853,CHEMBL2971,O60674
1776,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL2035187,CHEMBL2971,O60674
1777,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL2035187,CHEMBL1974,P36888
1778,INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL276711,CHEMBL1936,P10721
1779,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL276711,CHEMBL2095227,P17948
1780,INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL274654,CHEMBL2095217,P22607
1781,INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL274654,CHEMBL2095189,P09619
1782,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL274654,CHEMBL279,P35968
1783,INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,CHEMBL522892,CHEMBL2742,P22607
1784,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL522892,CHEMBL1974,P36888
1785,INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL522892,CHEMBL1936,P10721
1786,INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL522892,CHEMBL2095189,P09619
1787,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL522892,CHEMBL2095227,P17948
1788,INHIBITOR,Vascular endothelial growth factor receptor 2 inhibitor,CHEMBL3545414,CHEMBL279,P35968
1789,BLOCKER,Intermediate conductance calcium-activated potassium channel protein 4 blocker,CHEMBL405821,CHEMBL4305,O15554
1790,ANTAGONIST,Gonadotropin-releasing hormone receptor antagonist,CHEMBL1208155,CHEMBL1855,P30968
1791,ANTAGONIST,C-C chemokine receptor type 5 antagonist,CHEMBL1668019,CHEMBL274,P51681
1792,ANTAGONIST,Neurokinin 1 receptor antagonist,CHEMBL1672054,CHEMBL249,P25103
1793,MODULATOR,Interleukin-8 receptor A modulator,CHEMBL191413,CHEMBL4029,P25024
1794,MODULATOR,Interleukin-8 receptor B modulator,CHEMBL191413,CHEMBL2434,P25025
1795,AGONIST,Ghrelin receptor agonist,CHEMBL1923502,CHEMBL4616,Q92847
1796,AGONIST,Adenosine A2a receptor agonist,CHEMBL1950554,CHEMBL251,P29274
1797,AGONIST,Adenosine A2a receptor agonist,CHEMBL1950649,CHEMBL251,P29274
1798,AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL209821,CHEMBL214,P08908
1799,ANTAGONIST,Cannabinoid CB1 receptor antagonist,CHEMBL562668,CHEMBL218,P21554
1800,ANTAGONIST,Adenosine A2a receptor antagonist,CHEMBL2105747,CHEMBL251,P29274
1801,INVERSE AGONIST,Cannabinoid CB1 receptor inverse agonist,CHEMBL220360,CHEMBL218,P21554
1802,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist,CHEMBL2336071,CHEMBL4333,P21453
1803,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist,CHEMBL236593,CHEMBL3798,Q16602
1804,ANTAGONIST,Adenosine A2a receptor antagonist,CHEMBL240624,CHEMBL251,P29274
1805,AGONIST,Ghrelin receptor agonist,CHEMBL278623,CHEMBL4616,Q92847
1806,ANTAGONIST,Serotonin 6 (5-HT6) receptor antagonist,CHEMBL3286580,CHEMBL3371,P50406
1807,ANTAGONIST,Adenosine A1 receptor antagonist,CHEMBL414157,CHEMBL226,P30542
1808,INVERSE AGONIST,Histamine H3 receptor inverse agonist,CHEMBL462605,CHEMBL264,Q9Y5N1
1809,ANTAGONIST,Corticotropin releasing factor receptor 1 antagonist,CHEMBL482950,CHEMBL1800,P34998
1810,ANTAGONIST,Adenosine A1 receptor antagonist,CHEMBL52333,CHEMBL226,P30542
1811,ANTAGONIST,Neurokinin 2 receptor antagonist,CHEMBL266125,CHEMBL2327,P21452
1812,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL74355,CHEMBL224,P28223
1813,ANTAGONIST,Endothelin receptor ET-A antagonist,CHEMBL61780,CHEMBL252,P25101
1814,ANTAGONIST,Endothelin receptor ET-B antagonist,CHEMBL61780,CHEMBL1785,P24530
1815,ANTAGONIST,Thromboxane A2 receptor antagonist,CHEMBL2107786,CHEMBL2069,P21731
1816,ANTAGONIST,Endothelin receptor ET-A antagonist,CHEMBL109648,CHEMBL252,P25101
1817,ANTAGONIST,Neurotensin receptor 1 antagonist,CHEMBL506981,CHEMBL4123,P30989
1818,ANTAGONIST,Vasopressin V2 receptor antagonist,CHEMBL49429,CHEMBL1790,P30518
1819,ANTAGONIST,Endothelin receptor ET-A antagonist,CHEMBL23261,CHEMBL252,P25101
1820,ANTAGONIST,Endothelin receptor ET-B antagonist,CHEMBL23261,CHEMBL1785,P24530
1821,AGONIST,Melanocortin receptor 4 agonist,CHEMBL2070241,CHEMBL259,P32245
1822,MODULATOR,Dopamine D2 receptor modulator,CHEMBL596802,CHEMBL217,P14416
1823,PARTIAL AGONIST,Neuronal acetylcholine receptor protein alpha-7 subunit partial agonist,CHEMBL2151572,CHEMBL2492,P36544
1824,BLOCKER,Voltage-gated N-type calcium channel alpha-1B subunit blocker,CHEMBL2107771,CHEMBL4478,Q00975
1825,INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL2107771,CHEMBL2039,P27338
1826,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL2107771,CHEMBL2331043,P35498
1827,ANTAGONIST,Glutamate [NMDA] receptor antagonist,CHEMBL2107771,CHEMBL2094124,Q05586
1828,ANTAGONIST,Neuronal acetylcholine receptor; alpha4/beta2 antagonist,CHEMBL2103881,CHEMBL1907589,P17787
1829,OPENER,Calcium-activated potassium channel subunit alpha-1 opener,CHEMBL266510,CHEMBL4304,Q12791
1830,ACTIVATOR,Voltage-gated potassium channel subunit Kv7.5 activator,CHEMBL266510,CHEMBL2925,Q9NR82
1831,ACTIVATOR,Voltage-gated potassium channel subunit Kv7.4 activator,CHEMBL266510,CHEMBL3576,P56696
1832,ACTIVATOR,Voltage-gated potassium channel subunit Kv7.2 activator,CHEMBL266510,CHEMBL2476,O43526
1833,ACTIVATOR,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3) activator",CHEMBL266510,CHEMBL2221348,O43526
1834,ACTIVATOR,Voltage-gated potassium channel KCNQ3/KCNQ4 activator,CHEMBL266510,CHEMBL3707192,O43525
1835,ANTAGONIST,G protein-coupled receptor 44 antagonist,CHEMBL2386081,CHEMBL5071,Q9Y5Y4
1836,ANTAGONIST,Prostanoid DP receptor antagonist,CHEMBL3545043,CHEMBL4427,Q13258
1837,INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL572881,CHEMBL1936,P10721
1838,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL572881,CHEMBL2041,P07949
1839,INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL572881,CHEMBL2095227,P17948
1840,INHIBITOR,Platelet-derived growth factor receptor inhibitor,CHEMBL572881,CHEMBL2095189,P09619
1841,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3306803,CHEMBL224,P28223
1842,ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL3306803,CHEMBL217,P14416
1843,INHIBITOR,Serotonin transporter inhibitor,CHEMBL3306803,CHEMBL228,P31645
1844,POSITIVE ALLOSTERIC MODULATOR,GABA receptor alpha-1 subunit positive allosteric modulator,CHEMBL262075,CHEMBL1962,P14867
1845,AGONIST,GABA-A receptor; agonist GABA site agonist,CHEMBL312443,CHEMBL2109244,P14867
1846,INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL2063090,CHEMBL2095231,D2K2A8
1847,MODULATOR,Synaptic vesicle glycoprotein 2A modulator,CHEMBL607400,CHEMBL1998,Q7L0J3
1848,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor,CHEMBL3137309,CHEMBL4860,P10415
1849,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1255654,CHEMBL2331043,P35498
1850,ANTAGONIST,Serotonin 6 (5-HT6) receptor antagonist,CHEMBL1083390,CHEMBL3371,P50406
1851,ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL1516,CHEMBL227,P30556
1852,INHIBITOR,Protein farnesyltransferase inhibitor,CHEMBL289228,CHEMBL2094108,P49354
1853,ANTAGONIST,Serotonin 3 (5-HT3) receptor antagonist,CHEMBL2103778,CHEMBL2111332,P46098
1854,INHIBITOR,P-glycoprotein 1 inhibitor,CHEMBL348475,CHEMBL4302,P08183
1855,NEGATIVE ALLOSTERIC MODULATOR,Glutamate [NMDA] receptor negative allosteric modulator,CHEMBL395091,CHEMBL2094124,Q05586
1856,INHIBITOR,Cholesteryl ester transfer protein inhibitor,CHEMBL1800807,CHEMBL3572,P11597
1857,ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL57242,CHEMBL227,P30556
1858,INHIBITOR,Coagulation factor X inhibitor,CHEMBL512351,CHEMBL244,P00742
1859,INHIBITOR,Cholesteryl ester transfer protein inhibitor,CHEMBL313006,CHEMBL3572,P11597
1860,INHIBITOR,Cathepsin K inhibitor,CHEMBL481611,CHEMBL268,P43235
1861,INHIBITOR,Cytochrome P450 26A1 inhibitor,CHEMBL459505,CHEMBL5141,O43174
1862,INHIBITOR,Thrombin inhibitor,CHEMBL48361,CHEMBL204,P00734
1863,INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL515387,CHEMBL284,P27487
1864,INHIBITOR,Phospholipase A2 group IIA inhibitor,CHEMBL148674,CHEMBL3474,P14555
1865,STABILISER,Transthyretin stabiliser,CHEMBL2103837,CHEMBL3194,P02766
1866,INHIBITOR,Steryl-sulfatase inhibitor,CHEMBL286738,CHEMBL3559,P08842
1867,INHIBITOR,Tryptophan 5-hydroxylase inhibitor,CHEMBL2103855,CHEMBL3831287,Q8IWU9
1868,INHIBITOR,5-lipoxygenase activating protein inhibitor,CHEMBL1922660,CHEMBL4550,P20292
1869,INHIBITOR,Cholesteryl ester transfer protein inhibitor,CHEMBL2017179,CHEMBL3572,P11597
1870,INHIBITOR,Heat shock protein HSP90 inhibitor,CHEMBL2103879,CHEMBL2095165,P07900
1871,AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL117287,CHEMBL1875,Q13639
1872,INHIBITOR,26S proteosome inhibitor,CHEMBL2103884,CHEMBL2364701,Q99460
1873,INHIBITOR,Protein farnesyltransferase inhibitor,CHEMBL298734,CHEMBL2094108,P49354
1874,INHIBITOR,LDL-associated phospholipase A2 inhibitor,CHEMBL2104981,CHEMBL3514,Q13093
1875,INHIBITOR,Histone deacetylase inhibitor,CHEMBL235191,CHEMBL2093865,Q13547
1876,ANTAGONIST,Integrin alpha-V/beta-3 antagonist,CHEMBL429876,CHEMBL1907598,P05106
1877,INHIBITOR,Plasminogen activator inhibitor-1 inhibitor,CHEMBL325424,CHEMBL3475,P05121
1878,INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL591118,CHEMBL284,P27487
1879,INHIBITOR,Histone deacetylase inhibitor,CHEMBL27759,CHEMBL2093865,Q13547
1880,INHIBITOR,Tubulin inhibitor,CHEMBL289351,CHEMBL2095182,P68371
1881,INHIBITOR,Histone deacetylase 1 inhibitor,CHEMBL272980,CHEMBL325,Q13547
1882,INHIBITOR,Heat shock protein HSP90 inhibitor,CHEMBL377559,CHEMBL2095165,P07900
1883,INHIBITOR,20S proteosome inhibitor,CHEMBL371405,CHEMBL3831201,P49721
1884,ACTIVATOR,Cardiac myosin activator,CHEMBL1800955,CHEMBL3831286,P12883
1885,INHIBITOR,Tubulin inhibitor,CHEMBL1096380,CHEMBL2095182,P68371
1886,INHIBITOR,"PARP 1, 2 and 3 inhibitor",CHEMBL506871,CHEMBL3390820,P09874
1887,STABILISER,Beta-glucocerebrosidase stabiliser,CHEMBL2105671,CHEMBL2179,P04062
1888,STABILISER,Lysosomal alpha-glucosidase stabiliser,CHEMBL460785,CHEMBL2608,P10253
1889,INHIBITOR,Coagulation factor X inhibitor,CHEMBL1095032,CHEMBL244,P00742
1890,AGONIST,GABA-B receptor agonist,CHEMBL301742,CHEMBL2111463,Q9UBS5
1891,INHIBITOR,"PARP 1, 2 and 3 inhibitor",CHEMBL1173055,CHEMBL3390820,P09874
1892,INHIBITOR,Cytochrome P450 17A1 inhibitor,CHEMBL1921976,CHEMBL3522,P05093
1893,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,CHEMBL1094636,CHEMBL5366,Q9UGN5
1894,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL1770248,CHEMBL3884,P31639
1895,INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL2105762,CHEMBL284,P27487
1896,ANTAGONIST,Adenosine A2a receptor antagonist,CHEMBL431770,CHEMBL251,P29274
1897,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL416146,CHEMBL230,P35354
1898,PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL218166,CHEMBL214,P08908
1899,AGONIST,Purinergic receptor P2Y2 agonist,CHEMBL1767407,CHEMBL4398,P41231
1900,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor,CHEMBL2107358,CHEMBL4860,P10415
1901,MODULATOR,Gamma-secretase modulator,CHEMBL190083,CHEMBL2094135,Q96BI3
1902,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL180101,CHEMBL222,P23975
1903,INHIBITOR,Gamma-secretase inhibitor,CHEMBL520733,CHEMBL2094135,Q96BI3
1904,DISRUPTING AGENT,Tubulin disrupting agent,CHEMBL492399,CHEMBL2095182,P68371
1905,INHIBITOR,Gamma-secretase inhibitor,CHEMBL1090771,CHEMBL2094135,Q96BI3
1906,INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL396778,CHEMBL2039,P27338
1907,INHIBITOR,Gamma-secretase inhibitor,CHEMBL463981,CHEMBL2094135,Q96BI3
1908,INHIBITOR,LDL-associated phospholipase A2 inhibitor,CHEMBL204021,CHEMBL3514,Q13093
1909,INHIBITOR,Heat shock protein HSP90 inhibitor,CHEMBL109480,CHEMBL2095165,P07900
1910,INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL142703,CHEMBL284,P27487
1911,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor,CHEMBL443684,CHEMBL4860,P10415
1912,INHIBITOR,Selectin inhibitor,CHEMBL1215923,CHEMBL3831288,P14151
1913,INHIBITOR,Squalene synthetase inhibitor,CHEMBL435224,CHEMBL3338,P37268
1914,AGONIST,Kappa opioid receptor agonist,CHEMBL490665,CHEMBL237,P41145
1915,POSITIVE ALLOSTERIC MODULATOR,Free fatty acid receptor 1 positive allosteric modulator,CHEMBL1829174,CHEMBL4422,O14842
1916,ANTAGONIST,Integrin alpha-L/beta-2 (LFA-1) antagonist,CHEMBL2048028,CHEMBL2364172,P20701
1917,INHIBITOR,cIAP1/cIAP2 inhibitor,CHEMBL3039522,CHEMBL3038465,Q13489
1918,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL166863,CHEMBL230,P35354
1919,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor,CHEMBL2338329,CHEMBL3831261,Q96KS0
1920,INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,CHEMBL3137320,CHEMBL3105,P09874
1921,INHIBITOR,Sodium/hydrogen exchanger 3 inhibitor,CHEMBL3301627,CHEMBL3273,P48764
1922,AGONIST,Mu opioid receptor agonist,CHEMBL2443262,CHEMBL233,P35372
1923,INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor",CHEMBL1241348,CHEMBL2095231,D2K2A8
1924,INHIBITOR,"Indoleamine 2,3-dioxygenase inhibitor",CHEMBL3545369,CHEMBL4685,P14902
1925,INHIBITOR,Phosphodiesterase 4 inhibitor,CHEMBL484785,CHEMBL2093863,P27815
1926,NEGATIVE ALLOSTERIC MODULATOR,Cannabinoid CB1 receptor negative allosteric modulator,CHEMBL190461,CHEMBL218,P21554
1927,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL1808388,CHEMBL3884,P31639
1928,INHIBITOR,Apoptosis regulator Bcl-X inhibitor,CHEMBL2107358,CHEMBL4625,Q07817
1929,INHIBITOR,Apoptosis regulator Bcl-W inhibitor,CHEMBL2107358,CHEMBL4677,Q92843
1930,INHIBITOR,Induced myeloid leukemia cell differentiation protein Mcl-1 inhibitor,CHEMBL2107358,CHEMBL4361,Q07820
1931,INHIBITOR,Bcl-2-related protein A1 inhibitor,CHEMBL2107358,CHEMBL6044,Q16548
1932,INHIBITOR,Bcl-2-like protein 10 inhibitor,CHEMBL2107358,CHEMBL5988,Q9HD36
1933,INHIBITOR,Carbonic anhydrase II inhibitor,CHEMBL166863,CHEMBL205,P00918
1934,INHIBITOR,Carbonic anhydrase I inhibitor,CHEMBL166863,CHEMBL261,P00915
1935,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor,CHEMBL3137320,CHEMBL5366,Q9UGN5
1936,INHIBITOR,Histone deacetylase 2 inhibitor,CHEMBL272980,CHEMBL1937,Q92769
1937,INHIBITOR,Histone deacetylase 3 inhibitor,CHEMBL272980,CHEMBL1829,O15379
1938,INHIBITOR,Histone deacetylase 11 inhibitor,CHEMBL272980,CHEMBL3310,Q96DB2
1939,INHIBITOR,Histone deacetylase 8 inhibitor,CHEMBL272980,CHEMBL3192,Q9BY41
1940,INHIBITOR,Apoptosis regulator Bcl-X inhibitor,CHEMBL443684,CHEMBL4625,Q07817
1941,INHIBITOR,Apoptosis regulator Bcl-W inhibitor,CHEMBL443684,CHEMBL4677,Q92843
1942,ANTAGONIST,Integrin alpha-V/beta-5 antagonist,CHEMBL429876,CHEMBL2096675,P06756
1943,INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL1169,CHEMBL6065,P9WNX1
1944,INHIBITOR,CRL4(CRBN) E3 ubiquitin ligase inhibitor,CHEMBL468,CHEMBL3833061,Q96SW2
1945,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1568698,CHEMBL2093872,P14867
1946,INHIBITOR,Arachidonate 5-lipoxygenase inhibitor,CHEMBL59356,CHEMBL215,P09917
1947,INHIBITOR,DNA inhibitor,CHEMBL118218,CHEMBL2311221,
1948,AGONIST,Nischarin agonist,CHEMBL19236,CHEMBL3923,Q9Y2I1
1949,INHIBITOR,Matrix metalloproteinase 9 inhibitor,CHEMBL279785,CHEMBL321,P14780
1950,INHIBITOR,Alpha glucosidase inhibitor,CHEMBL476960,CHEMBL3833502,O43451
1951,ANTAGONIST,Dopamine D1 receptor antagonist,CHEMBL298406,CHEMBL2056,P21728
1952,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL175,CHEMBL2094253,P35354
1953,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL14370,CHEMBL222,P23975
1954,ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL432162,CHEMBL227,P30556
1955,INHIBITOR,Pyruvate dehydrogenase kinase inhibitor,CHEMBL306823,CHEMBL2096665,Q15119
1956,ANTAGONIST,Thromboxane A2 receptor antagonist,CHEMBL281398,CHEMBL2069,P21731
1957,INHIBITOR,Thymidylate synthase inhibitor,CHEMBL225071,CHEMBL1952,P04818
1958,INHIBITOR,Dihydropyrimidine dehydrogenase inhibitor,CHEMBL355200,CHEMBL3172,Q12882
1959,DISRUPTING AGENT,VP1 capsid protein disrupting agent,CHEMBL29609,CHEMBL3833484,Q7T664
1960,ANTAGONIST,Type-1 angiotensin II receptor antagonist,CHEMBL1016,CHEMBL227,P30556
1961,ANTAGONIST,Thromboxane A2 receptor antagonist,CHEMBL70972,CHEMBL2069,P21731
1962,MODULATOR,Estrogen receptor modulator,CHEMBL226267,CHEMBL2093866,Q92731
1963,PARTIAL AGONIST,Dopamine D2 receptor partial agonist,CHEMBL218166,CHEMBL217,P14416
1964,INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor,CHEMBL1094636,CHEMBL3105,P09874
1965,ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,CHEMBL119625,CHEMBL2096670,P48058
1966,INHIBITOR,Thromboxane-A synthase inhibitor,CHEMBL281398,CHEMBL1835,P24557
1967,INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL48582,CHEMBL2039,P27338
1968,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1540,CHEMBL1872,P04293
1969,AGONIST,Mu opioid receptor agonist,CHEMBL656,CHEMBL233,P35372
1970,,Unknown,CHEMBL291338,,
1971,,Unknown,CHEMBL752,,
1972,PARTIAL AGONIST,Translocator protein partial agonist,CHEMBL54349,CHEMBL5742,P30536
1973,ANTAGONIST,Dopamine D1 and D2 receptor antagonist,CHEMBL418995,CHEMBL2111341,P14416
1974,INHIBITOR,Uridine 5'-monophosphate synthase inhibitor,CHEMBL515914,CHEMBL5216,P11172
1975,INHIBITOR,Arachidonate 12-lipoxygenase inhibitor,CHEMBL340978,CHEMBL3687,P18054
1976,,Unknown,CHEMBL1474963,,
1977,INHIBITOR,Calmodulin inhibitor,CHEMBL232201,CHEMBL6093,P0DP23
1978,,Unknown,CHEMBL290106,,
1979,,Unknown,CHEMBL1447476,,
1980,INHIBITOR,Transient receptor potential cation channel subfamily V member 4 inhibitor,CHEMBL127516,CHEMBL3119,Q9HBA0
1981,AGONIST,Sigma opioid receptor agonist,CHEMBL1256696,CHEMBL287,Q99720
1982,MODULATOR,Progesterone receptor modulator,CHEMBL110691,CHEMBL208,P06401
1983,,Unknown,CHEMBL311498,,
1984,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL13376,CHEMBL2094253,P35354
1985,ANTAGONIST,Retinoid X receptor alpha antagonist,CHEMBL53418,CHEMBL2061,P19793
1986,,Unknown,CHEMBL1909282,,
1987,AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL32800,CHEMBL210,P07550
1988,,Unknown,CHEMBL1452696,,
1989,,Unknown,CHEMBL254857,,
1990,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL13280,CHEMBL2093872,P14867
1991,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL146095,CHEMBL2094253,P35354
1992,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL341812,CHEMBL2094253,P35354
1993,INHIBITOR,Serotonin transporter inhibitor,CHEMBL276520,CHEMBL228,P31645
1994,INHIBITOR,Cyclooxygenase inhibitor,CHEMBL15870,CHEMBL2094253,P35354
1995,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL404108,CHEMBL230,P35354
